sender_account,receiver_account,amount,type,merchant_category,device,country,is_suspicious,pattern,transaction_id,timestamp,hour,day,is_high_risk_country,log_amount
ACCT100348,ACCT200287,18.87,transfer,atm,atm,US,False,normal,TXN000855,2025-01-12T13:58:00,13,Sunday,False,2.9375733593804587
ACCT100406,ACCT200327,5.0,withdrawal,online_services,pos_terminal,IN,True,round_tripping,TXN000856,2025-03-25T05:43:00,5,Tuesday,False,1.6094379124341003
ACCT100075,ACCT200222,43.19,withdrawal,crypto_exchange,pos_terminal,CN,False,normal,TXN000857,2025-03-12T10:46:00,10,Wednesday,False,3.7656089869726097
ACCT100027,ACCT200498,44.59,withdrawal,atm,web,UK,False,normal,TXN000858,2025-01-24T01:35:00,1,Friday,False,3.7975096186393853
ACCT100317,ACCT200336,16.73,payment,restaurant,web,NG,True,normal,TXN000859,2025-03-19T23:28:00,23,Wednesday,True,2.8172035149987327
ACCT100241,ACCT200215,75.28,deposit,gambling,web,US,False,normal,TXN000860,2025-02-13T21:42:00,21,Thursday,False,4.3212144952771245
ACCT100383,ACCT200165,29.74,withdrawal,atm,pos_terminal,UK,False,normal,TXN000861,2025-01-14T06:30:00,6,Tuesday,False,3.392492941032009
ACCT100015,ACCT200172,28.29,deposit,atm,web,IR,True,normal,TXN000862,2025-02-27T03:28:00,3,Thursday,True,3.342508385313476
ACCT100196,ACCT200222,48.44,transfer,atm,pos_terminal,RU,True,normal,TXN000863,2025-03-11T22:03:00,22,Tuesday,True,3.8803259186848913
ACCT100184,ACCT200437,10.3,withdrawal,atm,atm,CN,False,normal,TXN000864,2025-03-24T17:47:00,17,Monday,False,2.33214389523559
ACCT100396,ACCT200497,84.71,deposit,atm,pos_terminal,CN,True,round_tripping,TXN000865,2025-02-10T08:20:00,8,Monday,False,4.4392336584434595
ACCT100311,ACCT200379,50.33,payment,electronics,mobile_app,IN,False,normal,TXN000866,2025-03-05T04:53:00,4,Wednesday,False,3.9186013207882686
ACCT100396,ACCT200144,46.76,transfer,crypto_exchange,pos_terminal,AE,False,normal,TXN000867,2025-01-03T14:20:00,14,Friday,False,3.8450281366038674
ACCT100453,ACCT200095,9.72,payment,restaurant,pos_terminal,RU,True,structuring,TXN000868,2025-01-08T02:50:00,2,Wednesday,True,2.2741856184723477
ACCT100305,ACCT200056,13.3,payment,crypto_exchange,atm,IR,True,normal,TXN000869,2025-01-27T06:37:00,6,Monday,True,2.5877640352277083
ACCT100025,ACCT200355,12.37,deposit,online_services,pos_terminal,NG,True,normal,TXN000870,2025-01-03T07:22:00,7,Friday,True,2.5152741864043966
ACCT100154,ACCT200039,16.46,withdrawal,travel,web,NG,True,normal,TXN000871,2025-03-27T20:54:00,20,Thursday,True,2.800933195248924
ACCT100253,ACCT200231,82.25,deposit,electronics,web,RU,True,normal,TXN000872,2025-01-21T16:41:00,16,Tuesday,True,4.409763389645481
ACCT100196,ACCT200161,22.69,payment,retail,mobile_app,AE,False,normal,TXN000873,2025-02-01T18:38:00,18,Saturday,False,3.1219242987917504
ACCT100327,ACCT200163,110.21,transfer,online_services,web,UK,False,normal,TXN000874,2025-03-23T16:56:00,16,Sunday,False,4.702387636703451
ACCT100186,ACCT200351,20.87,payment,gambling,pos_terminal,IR,True,layering,TXN000875,2025-01-16T16:21:00,16,Thursday,True,3.038312721089109
ACCT100497,ACCT200461,44.52,transfer,restaurant,pos_terminal,UK,True,rapid_movement,TXN000876,2025-03-21T19:28:00,19,Friday,False,3.795938526407344
ACCT100070,ACCT200363,17.05,deposit,electronics,pos_terminal,UK,False,normal,TXN000877,2025-02-20T06:22:00,6,Thursday,False,2.8361502037295256
ACCT100041,ACCT200011,19.46,deposit,atm,mobile_app,KY,True,normal,TXN000878,2025-01-15T02:23:00,2,Wednesday,True,2.968361076757859
ACCT100088,ACCT200297,5.48,transfer,online_services,web,RU,True,normal,TXN000879,2025-03-20T16:43:00,16,Thursday,True,1.7011051009599243
ACCT100339,ACCT200397,35.4,payment,gambling,web,CN,False,normal,TXN000880,2025-01-08T04:52:00,4,Wednesday,False,3.5667118201397288
ACCT100206,ACCT200417,8.59,deposit,restaurant,atm,UK,True,mule_account,TXN000881,2025-01-22T21:08:00,21,Wednesday,False,2.150598735996164
ACCT100290,ACCT200133,14.09,transfer,electronics,mobile_app,IR,True,rapid_movement,TXN000882,2025-01-12T01:50:00,1,Sunday,True,2.645465325910589
ACCT100452,ACCT200269,31.81,payment,electronics,mobile_app,NG,True,normal,TXN000883,2025-03-31T19:33:00,19,Monday,True,3.4597807057610526
ACCT100044,ACCT200349,29.87,payment,crypto_exchange,mobile_app,RU,True,rapid_movement,TXN000884,2025-03-02T14:54:00,14,Sunday,True,3.3968546322280186
ACCT100029,ACCT200354,24.98,payment,travel,atm,SG,True,structuring,TXN000885,2025-02-02T17:35:00,17,Sunday,False,3.2180755046974316
ACCT100491,ACCT200241,85.62,payment,online_services,mobile_app,IN,False,normal,TXN000886,2025-03-23T15:46:00,15,Sunday,False,4.4499189007168
ACCT100142,ACCT200090,26.71,deposit,gambling,pos_terminal,UK,False,normal,TXN000887,2025-01-19T00:59:00,0,Sunday,False,3.2850380271218693
ACCT100053,ACCT200371,16.16,deposit,travel,web,IN,False,normal,TXN000888,2025-03-13T17:45:00,17,Thursday,False,2.7825390530929495
ACCT100399,ACCT200214,24.61,payment,gambling,web,UK,False,normal,TXN000889,2025-02-21T02:05:00,2,Friday,False,3.2031528644029645
ACCT100107,ACCT200103,12.73,withdrawal,retail,pos_terminal,IN,True,layering,TXN000890,2025-02-12T14:17:00,14,Wednesday,False,2.543961412569315
ACCT100148,ACCT200403,12.84,withdrawal,electronics,mobile_app,KY,True,normal,TXN000891,2025-01-18T20:34:00,20,Saturday,True,2.552565298261815
ACCT100024,ACCT200368,39.47,transfer,gambling,atm,AE,True,mule_account,TXN000892,2025-01-10T09:42:00,9,Friday,False,3.675540889674756
ACCT100163,ACCT200204,69.87,payment,crypto_exchange,pos_terminal,CN,False,normal,TXN000893,2025-02-09T06:57:00,6,Sunday,False,4.246636372564359
ACCT100031,ACCT200439,88.62,payment,electronics,atm,SG,False,normal,TXN000894,2025-02-13T02:57:00,2,Thursday,False,4.484357565771344
ACCT100009,ACCT200434,13.99,deposit,gambling,atm,SG,True,structuring,TXN000895,2025-01-01T21:32:00,21,Wednesday,False,2.63834278867739
ACCT100450,ACCT200417,70.76,transfer,retail,web,CN,False,normal,TXN000896,2025-03-09T06:59:00,6,Sunday,False,4.259293869291585
ACCT100231,ACCT200214,74.33,withdrawal,online_services,pos_terminal,SG,False,normal,TXN000897,2025-01-30T01:19:00,1,Thursday,False,4.308514638737202
ACCT100216,ACCT200275,131.01,transfer,electronics,web,AE,False,normal,TXN000898,2025-01-22T13:26:00,13,Wednesday,False,4.87527365616558
ACCT100230,ACCT200399,44.33,deposit,travel,atm,IR,True,normal,TXN000899,2025-01-01T13:06:00,13,Wednesday,True,3.7916616487569623
ACCT100190,ACCT200218,216.02,deposit,restaurant,pos_terminal,NG,True,normal,TXN000900,2025-03-06T10:45:00,10,Thursday,True,5.375370995990328
ACCT100076,ACCT200097,8.24,payment,retail,atm,IN,False,normal,TXN000901,2025-01-19T01:39:00,1,Sunday,False,2.1090003439213802
ACCT100005,ACCT200496,48.64,deposit,restaurant,atm,NG,True,normal,TXN000902,2025-03-28T04:59:00,4,Friday,True,3.8844462376579116
ACCT100033,ACCT200445,8.53,withdrawal,travel,pos_terminal,IN,False,normal,TXN000903,2025-02-25T20:03:00,20,Tuesday,False,2.1435893615035875
ACCT100431,ACCT200135,51.14,payment,atm,pos_terminal,IN,True,layering,TXN000904,2025-01-28T10:32:00,10,Tuesday,False,3.9345669698630408
ACCT100142,ACCT200247,24.68,withdrawal,travel,mobile_app,KY,True,normal,TXN000905,2025-03-16T22:12:00,22,Sunday,True,3.205993199037187
ACCT100170,ACCT200491,13.31,payment,retail,web,UK,True,round_tripping,TXN000906,2025-03-13T02:36:00,2,Thursday,False,2.58851563240702
ACCT100286,ACCT200290,24.04,transfer,atm,web,CN,False,normal,TXN000907,2025-03-06T08:10:00,8,Thursday,False,3.179719109667007
ACCT100153,ACCT200300,14.56,payment,gambling,web,US,False,normal,TXN000908,2025-03-24T06:04:00,6,Monday,False,2.67827804276854
ACCT100251,ACCT200476,122.41,transfer,retail,atm,IN,True,layering,TXN000909,2025-01-28T12:41:00,12,Tuesday,False,4.807376066087421
ACCT100291,ACCT200323,34.32,withdrawal,restaurant,web,RU,True,normal,TXN000910,2025-01-05T04:36:00,4,Sunday,True,3.5357282746197614
ACCT100305,ACCT200400,19.44,transfer,crypto_exchange,atm,KY,True,rapid_movement,TXN000911,2025-01-29T07:17:00,7,Wednesday,True,2.967332799032293
ACCT100136,ACCT200340,19.79,deposit,crypto_exchange,web,RU,True,normal,TXN000912,2025-02-18T11:37:00,11,Tuesday,True,2.9851767596144745
ACCT100306,ACCT200374,24.21,deposit,restaurant,web,IR,True,normal,TXN000913,2025-02-02T19:43:00,19,Sunday,True,3.1867657709499673
ACCT100094,ACCT200037,34.71,withdrawal,gambling,mobile_app,NG,True,mule_account,TXN000914,2025-02-04T18:04:00,18,Tuesday,True,3.547027829873695
ACCT100229,ACCT200296,15.07,deposit,electronics,atm,IN,False,normal,TXN000915,2025-02-26T01:37:00,1,Wednesday,False,2.712706012638404
ACCT100145,ACCT200024,18.61,transfer,online_services,mobile_app,RU,True,normal,TXN000916,2025-01-18T17:07:00,17,Saturday,True,2.9236990706541595
ACCT100451,ACCT200353,19.04,payment,retail,pos_terminal,NG,True,normal,TXN000917,2025-03-20T15:26:00,15,Thursday,True,2.9465420293632194
ACCT100041,ACCT200066,79.05,withdrawal,retail,pos_terminal,RU,True,normal,TXN000918,2025-02-24T14:47:00,14,Monday,True,4.370080563655481
ACCT100316,ACCT200162,26.79,transfer,retail,pos_terminal,AE,False,normal,TXN000919,2025-02-06T14:35:00,14,Thursday,False,3.2880286835565173
ACCT100149,ACCT200328,26.09,deposit,electronics,mobile_app,IN,True,layering,TXN000920,2025-01-15T06:17:00,6,Wednesday,False,3.261552099148637
ACCT100331,ACCT200208,26.37,payment,gambling,pos_terminal,KY,True,normal,TXN000921,2025-03-20T16:09:00,16,Thursday,True,3.2722270003651954
ACCT100079,ACCT200454,25.27,deposit,online_services,mobile_app,IR,True,normal,TXN000922,2025-03-30T20:39:00,20,Sunday,True,3.2296179214001026
ACCT100445,ACCT200119,210.78,deposit,travel,web,IN,True,round_tripping,TXN000923,2025-02-24T18:22:00,18,Monday,False,5.350814935505791
ACCT100078,ACCT200389,3.95,withdrawal,atm,web,SG,False,normal,TXN000924,2025-02-27T05:09:00,5,Thursday,False,1.3737155789130306
ACCT100437,ACCT200197,93.84,transfer,restaurant,atm,RU,True,normal,TXN000925,2025-03-05T07:40:00,7,Wednesday,True,4.54159120434522
ACCT100010,ACCT200243,36.62,withdrawal,retail,mobile_app,RU,True,rapid_movement,TXN000926,2025-02-23T05:30:00,5,Sunday,True,3.6005945392463645
ACCT100258,ACCT200027,49.9,payment,travel,atm,IN,False,normal,TXN000927,2025-01-19T21:32:00,21,Sunday,False,3.910021002757473
ACCT100151,ACCT200312,20.6,withdrawal,electronics,pos_terminal,KY,True,normal,TXN000928,2025-02-15T07:07:00,7,Saturday,True,3.0252910757955354
ACCT100018,ACCT200309,9.43,payment,atm,pos_terminal,CN,False,normal,TXN000929,2025-03-05T01:45:00,1,Wednesday,False,2.2438960966453663
ACCT100339,ACCT200060,23.77,transfer,travel,pos_terminal,KY,True,normal,TXN000930,2025-03-09T00:19:00,0,Sunday,True,3.1684242813721024
ACCT100054,ACCT200442,43.45,deposit,electronics,mobile_app,IN,True,rapid_movement,TXN000931,2025-01-19T10:32:00,10,Sunday,False,3.7716108517114013
ACCT100265,ACCT200427,25.15,deposit,crypto_exchange,atm,AE,True,round_tripping,TXN000932,2025-01-31T09:01:00,9,Friday,False,3.224857896545748
ACCT100265,ACCT200280,150.48,transfer,restaurant,atm,UK,False,normal,TXN000933,2025-02-28T17:57:00,17,Friday,False,5.013830184992774
ACCT100487,ACCT200220,32.23,withdrawal,atm,web,US,False,normal,TXN000934,2025-01-10T18:47:00,18,Friday,False,3.4728976958273465
ACCT100235,ACCT200083,40.13,transfer,crypto_exchange,pos_terminal,CN,False,normal,TXN000935,2025-03-26T14:47:00,14,Wednesday,False,3.6921241842788253
ACCT100304,ACCT200350,55.96,withdrawal,atm,pos_terminal,SG,False,normal,TXN000936,2025-03-03T21:49:00,21,Monday,False,4.024637149797281
ACCT100125,ACCT200444,12.53,deposit,restaurant,atm,NG,True,round_tripping,TXN000937,2025-01-23T11:36:00,11,Thursday,True,2.528125768907977
ACCT100366,ACCT200351,181.83,payment,crypto_exchange,mobile_app,CN,False,normal,TXN000938,2025-01-11T09:03:00,9,Saturday,False,5.203072184631304
ACCT100165,ACCT200485,90.72,payment,restaurant,pos_terminal,RU,True,normal,TXN000939,2025-03-04T12:19:00,12,Tuesday,True,4.507777839979442
ACCT100347,ACCT200127,22.92,deposit,atm,atm,UK,True,round_tripping,TXN000940,2025-03-14T13:46:00,13,Friday,False,3.132009891846539
ACCT100449,ACCT200113,367.28,payment,atm,atm,US,False,normal,TXN000941,2025-03-26T10:39:00,10,Wednesday,False,5.906124499940966
ACCT100047,ACCT200383,13.52,withdrawal,travel,pos_terminal,IN,False,normal,TXN000942,2025-01-08T09:01:00,9,Wednesday,False,2.604170070614818
ACCT100435,ACCT200399,17.03,deposit,retail,pos_terminal,CN,False,normal,TXN000943,2025-01-14T08:17:00,8,Tuesday,False,2.834976494674597
ACCT100244,ACCT200325,10.26,deposit,restaurant,mobile_app,RU,True,normal,TXN000944,2025-01-12T04:55:00,4,Sunday,True,2.3282528397426234
ACCT100357,ACCT200247,108.49,withdrawal,electronics,web,IR,True,normal,TXN000945,2025-01-04T21:07:00,21,Saturday,True,4.686658002834359
ACCT100477,ACCT200065,4.85,transfer,retail,mobile_app,NG,True,normal,TXN000946,2025-02-18T09:54:00,9,Tuesday,True,1.5789787049493917
ACCT100440,ACCT200348,24.92,transfer,restaurant,pos_terminal,AE,False,normal,TXN000947,2025-01-01T08:00:00,8,Wednesday,False,3.2156706939192525
ACCT100474,ACCT200154,50.33,withdrawal,crypto_exchange,mobile_app,US,True,round_tripping,TXN000948,2025-03-14T02:38:00,2,Friday,False,3.9186013207882686
ACCT100480,ACCT200037,21.17,withdrawal,restaurant,pos_terminal,CN,False,normal,TXN000949,2025-03-28T10:35:00,10,Friday,False,3.0525850851467737
ACCT100289,ACCT200259,85.6,transfer,gambling,mobile_app,KY,True,normal,TXN000950,2025-01-30T23:06:00,23,Thursday,True,4.449685283147696
ACCT100035,ACCT200437,8.92,deposit,gambling,pos_terminal,SG,False,normal,TXN000951,2025-02-09T15:10:00,15,Sunday,False,2.188295946591918
ACCT100493,ACCT200026,49.24,withdrawal,crypto_exchange,web,CN,False,normal,TXN000952,2025-01-28T20:52:00,20,Tuesday,False,3.896706301316253
ACCT100024,ACCT200269,4.2,withdrawal,atm,atm,NG,True,mule_account,TXN000953,2025-03-19T06:41:00,6,Wednesday,True,1.4350845252893227
ACCT100123,ACCT200325,47.61,transfer,crypto_exchange,mobile_app,NG,True,normal,TXN000954,2025-02-08T09:20:00,9,Saturday,True,3.8630428232064276
ACCT100180,ACCT200140,63.38,transfer,restaurant,web,AE,True,mule_account,TXN000955,2025-01-12T08:48:00,8,Sunday,False,4.149148354262775
ACCT100215,ACCT200092,9.6,deposit,retail,pos_terminal,IN,False,normal,TXN000956,2025-03-02T18:05:00,18,Sunday,False,2.2617630984737906
ACCT100193,ACCT200404,47.22,deposit,crypto_exchange,web,CN,False,normal,TXN000957,2025-03-16T06:25:00,6,Sunday,False,3.8548175316573667
ACCT100263,ACCT200144,102.15,transfer,restaurant,mobile_app,CN,True,structuring,TXN000958,2025-01-25T10:54:00,10,Saturday,False,4.626442321263631
ACCT100357,ACCT200184,36.34,payment,travel,web,IR,True,rapid_movement,TXN000959,2025-01-21T01:09:00,1,Tuesday,True,3.592919062968025
ACCT100178,ACCT200088,57.12,transfer,restaurant,atm,UK,True,structuring,TXN000960,2025-02-01T09:36:00,9,Saturday,False,4.0451543180313285
ACCT100259,ACCT200016,29.63,deposit,online_services,mobile_app,IN,False,normal,TXN000961,2025-01-06T18:43:00,18,Monday,False,3.388787361585474
ACCT100447,ACCT200121,14.79,withdrawal,electronics,atm,US,False,normal,TXN000962,2025-01-04T08:10:00,8,Saturday,False,2.6939512767227085
ACCT100379,ACCT200148,168.22,withdrawal,restaurant,mobile_app,KY,True,round_tripping,TXN000963,2025-03-11T21:47:00,21,Tuesday,True,5.125272646534291
ACCT100118,ACCT200038,2.38,transfer,atm,atm,KY,True,layering,TXN000964,2025-01-26T13:40:00,13,Sunday,True,0.8671004876833833
ACCT100014,ACCT200177,156.1,payment,online_services,web,IR,True,normal,TXN000965,2025-03-18T15:52:00,15,Tuesday,True,5.050496827521386
ACCT100295,ACCT200404,68.11,withdrawal,electronics,mobile_app,US,True,mule_account,TXN000966,2025-02-25T16:53:00,16,Tuesday,False,4.221124045253227
ACCT100111,ACCT200349,21.26,payment,crypto_exchange,web,CN,False,normal,TXN000967,2025-01-21T20:29:00,20,Tuesday,False,3.056827372913802
ACCT100386,ACCT200226,41.53,transfer,travel,web,IN,True,mule_account,TXN000968,2025-02-11T23:38:00,23,Tuesday,False,3.726416057642662
ACCT100146,ACCT200080,8.52,transfer,gambling,web,AE,False,normal,TXN000969,2025-02-07T15:43:00,15,Friday,False,2.1424163408412245
ACCT100439,ACCT200022,33.47,transfer,restaurant,pos_terminal,IR,True,structuring,TXN000970,2025-03-23T20:58:00,20,Sunday,True,3.510649515223235
ACCT100146,ACCT200432,4.92,payment,gambling,atm,CN,False,normal,TXN000971,2025-01-31T03:44:00,3,Friday,False,1.5933085305042167
ACCT100083,ACCT200326,64.48,deposit,travel,pos_terminal,KY,True,normal,TXN000972,2025-02-13T19:04:00,19,Thursday,True,4.166355098198373
ACCT100219,ACCT200162,33.72,withdrawal,atm,web,CN,True,layering,TXN000973,2025-01-25T08:42:00,8,Saturday,False,3.518091133133655
ACCT100169,ACCT200026,60.82,withdrawal,restaurant,web,KY,True,normal,TXN000974,2025-02-21T16:43:00,16,Friday,True,4.107918682249219
ACCT100277,ACCT200404,137.57,payment,restaurant,atm,IR,True,normal,TXN000975,2025-01-12T23:18:00,23,Sunday,True,4.924132878472904
ACCT100125,ACCT200239,9.89,payment,atm,pos_terminal,RU,True,normal,TXN000976,2025-02-06T04:28:00,4,Thursday,True,2.2915241456346207
ACCT100023,ACCT200036,16.92,withdrawal,crypto_exchange,pos_terminal,RU,True,normal,TXN000977,2025-02-23T07:56:00,7,Sunday,True,2.8284963541780774
ACCT100089,ACCT200334,4.71,payment,gambling,pos_terminal,US,False,normal,TXN000978,2025-02-21T12:29:00,12,Friday,False,1.5496879080283263
ACCT100355,ACCT200084,22.63,transfer,retail,mobile_app,UK,True,structuring,TXN000979,2025-01-30T09:24:00,9,Thursday,False,3.119276459645446
ACCT100202,ACCT200208,131.83,withdrawal,gambling,pos_terminal,SG,False,normal,TXN000980,2025-01-09T05:08:00,5,Thursday,False,4.881513213769878
ACCT100369,ACCT200409,25.96,transfer,atm,web,IR,True,rapid_movement,TXN000981,2025-01-17T09:55:00,9,Friday,True,3.2565568918358894
ACCT100450,ACCT200001,9.04,payment,restaurant,web,SG,False,normal,TXN000982,2025-03-27T20:32:00,20,Thursday,False,2.201659174404085
ACCT100175,ACCT200091,30.45,payment,retail,atm,IN,False,normal,TXN000983,2025-03-17T21:33:00,21,Monday,False,3.416085994155906
ACCT100028,ACCT200189,12.2,payment,electronics,mobile_app,CN,True,round_tripping,TXN000984,2025-01-23T05:48:00,5,Thursday,False,2.501435951739211
ACCT100004,ACCT200124,113.86,transfer,electronics,atm,US,False,normal,TXN000985,2025-01-13T18:39:00,18,Monday,False,4.734969623522936
ACCT100260,ACCT200459,67.97,deposit,electronics,pos_terminal,AE,False,normal,TXN000986,2025-03-12T05:46:00,5,Wednesday,False,4.219066431358547
ACCT100024,ACCT200009,31.38,transfer,travel,web,KY,True,mule_account,TXN000987,2025-02-08T18:20:00,18,Saturday,True,3.4461707473048864
ACCT100168,ACCT200469,5.37,withdrawal,online_services,atm,CN,False,normal,TXN000988,2025-02-08T07:21:00,7,Saturday,False,1.6808279085207734
ACCT100243,ACCT200240,17.66,deposit,travel,atm,KY,True,normal,TXN000989,2025-01-31T17:18:00,17,Friday,True,2.8713021951758138
ACCT100269,ACCT200055,30.39,deposit,travel,pos_terminal,IN,False,normal,TXN000990,2025-03-13T23:50:00,23,Thursday,False,3.414113606928702
ACCT100422,ACCT200210,6.86,deposit,online_services,atm,KY,True,round_tripping,TXN000991,2025-02-08T09:34:00,9,Saturday,True,1.925707441737794
ACCT100358,ACCT200360,52.1,deposit,travel,pos_terminal,NG,True,layering,TXN000992,2025-03-19T13:11:00,13,Wednesday,True,3.9531649487593215
ACCT100377,ACCT200127,104.03,withdrawal,gambling,web,UK,False,normal,TXN000993,2025-01-02T10:59:00,10,Thursday,False,4.644679319082804
ACCT100247,ACCT200435,34.94,withdrawal,travel,pos_terminal,RU,True,normal,TXN000994,2025-03-04T07:44:00,7,Tuesday,True,3.5536323047059106
ACCT100220,ACCT200190,88.55,payment,crypto_exchange,atm,RU,True,normal,TXN000995,2025-01-02T02:13:00,2,Thursday,True,4.4835673642288425
ACCT100110,ACCT200056,37.82,deposit,restaurant,atm,UK,False,normal,TXN000996,2025-03-14T15:41:00,15,Friday,False,3.6328380632303117
ACCT100429,ACCT200486,9.77,payment,electronics,mobile_app,IR,True,normal,TXN000997,2025-03-29T09:06:00,9,Saturday,True,2.2793164660546914
ACCT100127,ACCT200464,20.76,payment,electronics,atm,UK,False,normal,TXN000998,2025-03-16T00:24:00,0,Sunday,False,3.033028058297688
ACCT100273,ACCT200416,12.19,deposit,crypto_exchange,web,CN,False,normal,TXN000999,2025-03-15T10:30:00,10,Saturday,False,2.5006159434931803
ACCT100279,ACCT200179,84.28,payment,retail,mobile_app,NG,True,round_tripping,TXN001000,2025-01-03T01:02:00,1,Friday,True,4.434144588935989
ACCT100150,ACCT200188,52.19,withdrawal,travel,pos_terminal,SG,False,normal,TXN001001,2025-02-09T07:42:00,7,Sunday,False,3.9548909056553216
ACCT100112,ACCT200085,14.74,deposit,restaurant,pos_terminal,RU,True,structuring,TXN001002,2025-03-01T03:23:00,3,Saturday,True,2.6905648867611904
ACCT100381,ACCT200492,24.87,deposit,gambling,atm,KY,True,normal,TXN001003,2025-03-22T23:58:00,23,Saturday,True,3.2136622578153133
ACCT100161,ACCT200349,13.65,deposit,gambling,mobile_app,RU,True,normal,TXN001004,2025-01-03T20:28:00,20,Friday,True,2.613739521630969
ACCT100326,ACCT200426,5.5,payment,travel,web,KY,True,normal,TXN001005,2025-03-15T11:21:00,11,Saturday,True,1.7047480922384253
ACCT100462,ACCT200289,105.12,deposit,travel,web,NG,True,normal,TXN001006,2025-03-21T13:32:00,13,Friday,True,4.655102554736301
ACCT100328,ACCT200237,15.04,deposit,gambling,mobile_app,SG,True,layering,TXN001007,2025-03-04T18:07:00,18,Tuesday,False,2.7107133185216936
ACCT100181,ACCT200410,10.21,payment,online_services,pos_terminal,RU,True,structuring,TXN001008,2025-03-30T17:35:00,17,Sunday,True,2.3233676321765744
ACCT100357,ACCT200103,14.05,deposit,restaurant,mobile_app,CN,False,normal,TXN001009,2025-02-27T14:51:00,14,Thursday,False,2.642622395779755
ACCT100458,ACCT200235,10.47,payment,gambling,web,IN,True,layering,TXN001010,2025-02-04T23:06:00,23,Tuesday,False,2.3485140248824456
ACCT100190,ACCT200340,19.83,payment,crypto_exchange,atm,UK,False,normal,TXN001011,2025-03-23T08:14:00,8,Sunday,False,2.9871959425317045
ACCT100028,ACCT200137,33.34,payment,retail,web,AE,True,round_tripping,TXN001012,2025-02-26T02:40:00,2,Wednesday,False,3.506757877322648
ACCT100006,ACCT200420,296.97,transfer,retail,mobile_app,CN,True,round_tripping,TXN001013,2025-03-30T01:15:00,1,Sunday,False,5.693631123599825
ACCT100322,ACCT200301,15.77,transfer,travel,web,KY,True,normal,TXN001014,2025-02-28T22:25:00,22,Friday,True,2.758109400974947
ACCT100319,ACCT200142,29.09,withdrawal,travel,pos_terminal,AE,True,round_tripping,TXN001015,2025-02-26T04:41:00,4,Wednesday,False,3.3703944725071104
ACCT100144,ACCT200084,68.28,withdrawal,gambling,web,AE,False,normal,TXN001016,2025-01-17T06:38:00,6,Friday,False,4.22361689792624
ACCT100344,ACCT200066,93.08,transfer,online_services,web,UK,True,mule_account,TXN001017,2025-01-26T23:34:00,23,Sunday,False,4.533459338434091
ACCT100172,ACCT200468,12.48,payment,electronics,web,NG,True,normal,TXN001018,2025-02-07T20:00:00,20,Friday,True,2.5241273629412815
ACCT100047,ACCT200075,28.8,payment,crypto_exchange,web,IN,False,normal,TXN001019,2025-02-01T06:51:00,6,Saturday,False,3.3603753871419
ACCT100435,ACCT200245,61.99,payment,atm,mobile_app,IR,True,normal,TXN001020,2025-02-06T08:37:00,8,Thursday,True,4.126973081713828
ACCT100043,ACCT200144,66.57,withdrawal,gambling,mobile_app,US,True,layering,TXN001021,2025-01-22T15:06:00,15,Wednesday,False,4.198254025612612
ACCT100002,ACCT200102,171.52,payment,gambling,atm,RU,True,structuring,TXN001022,2025-03-09T03:33:00,3,Sunday,True,5.144699877882437
ACCT100110,ACCT200164,11.99,payment,crypto_exchange,web,IN,False,normal,TXN001023,2025-03-09T12:15:00,12,Sunday,False,2.4840729690394228
ACCT100419,ACCT200445,28.97,deposit,gambling,atm,SG,True,rapid_movement,TXN001024,2025-03-14T11:06:00,11,Friday,False,3.366260811781259
ACCT100001,ACCT200238,9.27,withdrawal,crypto_exchange,pos_terminal,RU,True,normal,TXN001025,2025-02-17T04:27:00,4,Monday,True,2.2267833795777636
ACCT100305,ACCT200332,16.9,withdrawal,gambling,pos_terminal,NG,True,normal,TXN001026,2025-03-04T03:18:00,3,Tuesday,True,2.8273136219290276
ACCT100072,ACCT200140,26.42,deposit,electronics,web,UK,False,normal,TXN001027,2025-01-10T19:32:00,19,Friday,False,3.2741212990941793
ACCT100145,ACCT200065,19.02,deposit,gambling,mobile_app,CN,False,normal,TXN001028,2025-01-22T12:59:00,12,Wednesday,False,2.9454910571172443
ACCT100445,ACCT200211,152.81,payment,online_services,web,KY,True,normal,TXN001029,2025-03-30T18:45:00,18,Sunday,True,5.029195319617166
ACCT100006,ACCT200302,38.29,payment,online_services,mobile_app,CN,False,normal,TXN001030,2025-01-22T14:18:00,14,Wednesday,False,3.6451887654892032
ACCT100004,ACCT200343,25.28,withdrawal,crypto_exchange,web,CN,False,normal,TXN001031,2025-03-29T01:20:00,1,Saturday,False,3.2300135692786567
ACCT100139,ACCT200085,139.95,payment,crypto_exchange,mobile_app,RU,True,normal,TXN001032,2025-03-03T09:45:00,9,Monday,True,4.941285215961463
ACCT100457,ACCT200058,6.82,payment,crypto_exchange,web,IR,True,round_tripping,TXN001033,2025-03-21T10:21:00,10,Friday,True,1.9198594718553708
ACCT100068,ACCT200038,65.83,payment,restaurant,atm,AE,False,normal,TXN001034,2025-02-15T15:47:00,15,Saturday,False,4.187075661479786
ACCT100045,ACCT200147,71.52,transfer,travel,mobile_app,CN,True,rapid_movement,TXN001035,2025-02-17T01:50:00,1,Monday,False,4.269977130865259
ACCT100263,ACCT200462,68.64,transfer,restaurant,web,KY,True,normal,TXN001036,2025-01-21T22:11:00,22,Tuesday,True,4.228875455179707
ACCT100085,ACCT200166,71.0,withdrawal,retail,atm,NG,True,layering,TXN001037,2025-03-30T12:15:00,12,Sunday,True,4.2626798770413155
