account_id,in_degree,out_degree,in_strength,out_strength,tx_sent,tx_received,in_out_ratio,strength_ratio,pagerank,betweenness_centrality,clustering_coefficient
A986,109,116,38781.72,45452.05,116,109,0.9316,0.8532,0.00054667,0.0002124,0.093301
A226,111,102,48935.34,39531.77,102,111,1.0777,1.2379,0.00054665,0.00091007,0.09915
A793,113,92,45294.75,34477.89,92,113,1.2151,1.3137,0.00054663,0.00060211,0.097698
A493,112,109,43909.85,40900.2,109,112,1.0182,1.0736,0.00054641,0.00028647,0.093335
A1278,112,101,45136.1,37909.44,101,112,1.098,1.1906,0.00054638,0.000724,0.09592
A1953,109,88,43243.68,33213.4,88,109,1.2247,1.302,0.00054628,0.0004251,0.095134
A920,112,106,45463.47,44773.69,106,112,1.0467,1.0154,0.00054626,0.00046063,0.10052
A122,116,83,47127.04,36903.0,83,116,1.381,1.2771,0.00054598,0.00059512,0.096702
A277,112,122,44887.86,51004.15,122,112,0.9106,0.8801,0.00054591,0.00049653,0.096449
A361,112,93,45793.64,40335.78,93,112,1.1915,1.1353,0.00054568,0.0006616,0.09702
A1163,115,99,45800.62,41954.72,99,115,1.15,1.0917,0.00054566,0.00037422,0.097514
A477,111,102,42934.92,33056.03,102,111,1.0777,1.2989,0.00054561,0.00077264,0.090694
A436,109,115,43591.5,46103.95,115,109,0.9397,0.9455,0.00054497,0.00038309,0.095327
A1383,109,102,46994.27,47678.59,102,109,1.0583,0.9856,0.00054455,0.00074026,0.097178
A232,112,100,48801.7,46442.08,100,112,1.1089,1.0508,0.00054444,0.00041604,0.092902
A756,111,93,33830.45,42231.91,93,111,1.1809,0.8011,0.00054432,0.00027755,0.091483
A1958,113,109,47113.12,42621.05,109,113,1.0273,1.1054,0.00054426,0.00120216,0.099391
A461,110,111,41349.5,42502.52,111,110,0.9821,0.9729,0.00054426,0.00062494,0.095904
A382,110,87,42275.99,36794.6,87,110,1.25,1.149,0.00054418,0.00072511,0.096686
A1573,111,96,47652.9,41636.18,96,111,1.1443,1.1445,0.00054414,0.00027587,0.097295
A1835,109,121,42275.8,46578.24,121,109,0.8934,0.9076,0.00054412,0.00030241,0.091731
A932,114,100,46479.74,39916.81,100,114,1.1287,1.1644,0.00054405,0.00051245,0.092601
A769,112,85,45783.58,36340.75,85,112,1.3023,1.2598,0.00054385,0.00077451,0.10058
A186,109,111,40529.16,41238.34,111,109,0.9732,0.9828,0.00054365,0.00037243,0.096047
A379,111,106,45335.59,46759.46,106,111,1.0374,0.9695,0.00054357,0.00075272,0.095024
A1786,110,105,45410.11,47085.21,105,110,1.0377,0.9644,0.00054356,0.00083777,0.096602
A309,110,90,49049.94,34862.81,90,110,1.2088,1.4069,0.00054355,0.00026461,0.099039
A557,109,101,45898.02,39625.07,101,109,1.0686,1.1583,0.00054355,0.0006893,0.090653
A1358,114,91,48533.27,48333.16,91,114,1.2391,1.0041,0.00054352,0.00015515,0.098784
A1887,114,102,47660.14,40195.34,102,114,1.1068,1.1857,0.00054351,0.00081369,0.097986
A657,115,112,47918.89,49311.87,112,115,1.0177,0.9718,0.00054347,0.00050722,0.095504
A1310,107,96,47231.58,46403.43,96,107,1.1031,1.0178,0.00054346,0.00035824,0.098546
A32,113,102,42327.45,42518.9,102,113,1.0971,0.9955,0.00054273,0.00043701,0.095265
A1710,111,87,51944.11,43738.34,87,111,1.2614,1.1876,0.00054263,0.00068518,0.091876
A1733,114,98,45663.1,41549.82,98,114,1.1515,1.099,0.00054262,0.00073205,0.097205
A371,109,102,44067.04,46536.97,102,109,1.0583,0.9469,0.00054259,0.00027459,0.098668
A1405,107,88,58447.95,45309.96,88,107,1.2022,1.29,0.00054257,0.00026212,0.093754
A1413,108,101,43582.66,34654.24,101,108,1.0588,1.2576,0.00054251,0.00033386,0.094472
A1506,118,101,49513.14,37686.53,101,118,1.1569,1.3138,0.00054223,0.00010455,0.094971
A1759,115,80,38880.38,30853.1,80,115,1.4198,1.2602,0.00054221,0.00037706,0.092714
A1076,113,117,41013.73,46591.02,117,113,0.9576,0.8803,0.00054221,0.00112074,0.094977
A1198,113,103,46269.32,45500.04,103,113,1.0865,1.0169,0.00054205,0.00010258,0.099405
A642,111,101,44866.39,38451.81,101,111,1.0882,1.1668,0.00054204,0.00124348,0.095122
A836,112,108,44114.57,43096.97,108,112,1.0275,1.0236,0.00054194,0.00054365,0.09262
A1927,108,107,44705.18,42206.51,107,108,1.0,1.0592,0.00054193,0.0005671,0.095142
A363,110,99,43577.33,40673.04,99,110,1.1,1.0714,0.00054188,0.00045296,0.096131
A328,105,101,36177.18,38664.36,101,105,1.0294,0.9357,0.00054158,0.00043085,0.096583
A257,108,96,44116.9,38673.37,96,108,1.1134,1.1408,0.00054139,0.00022255,0.092412
A1321,111,91,50190.35,35384.73,91,111,1.2065,1.4184,0.00054138,0.00073403,0.099974
A223,114,112,43142.31,45881.17,112,114,1.0088,0.9403,0.00054131,0.0007616,0.098766
A1678,109,82,39805.8,38914.54,82,109,1.3133,1.0229,0.00054103,0.00039652,0.097323
A1435,105,107,74438.91,53748.55,107,105,0.9722,1.3849,0.00054089,0.00036825,0.09659
A1308,107,104,41279.98,42415.11,104,107,1.019,0.9732,0.00054088,0.00010641,0.096695
A993,107,111,47580.47,42749.66,111,107,0.9554,1.113,0.00054082,0.00023293,0.096247
A152,112,100,47267.99,40924.45,100,112,1.1089,1.155,0.00054082,0.00067855,0.093831
A627,108,93,48166.24,35974.75,93,108,1.1489,1.3389,0.00054072,0.00062405,0.09615
A1159,111,86,44404.68,35095.88,86,111,1.2759,1.2652,0.0005407,0.00032947,0.094607
A1740,109,111,48072.64,42259.33,111,109,0.9732,1.1376,0.00054064,0.0008835,0.096235
A165,110,115,38205.24,47335.9,115,110,0.9483,0.8071,0.00054058,0.00089242,0.095476
A581,109,92,39322.4,33235.85,92,109,1.172,1.1831,0.00054056,0.00063736,0.090671
A1787,108,97,52305.59,45684.56,97,108,1.102,1.1449,0.00054053,0.00025984,0.094087
A1590,108,98,43076.31,41236.73,98,108,1.0909,1.0446,0.00054052,0.00027912,0.097313
A691,109,110,42267.21,51018.23,110,109,0.982,0.8285,0.0005405,0.00069446,0.094831
A1728,115,100,52113.17,38022.91,100,115,1.1386,1.3706,0.00054047,0.0002305,0.096086
A1504,108,103,40748.93,44456.93,103,108,1.0385,0.9166,0.00054037,0.00093622,0.093478
A1920,108,112,47859.53,41092.43,112,108,0.9558,1.1647,0.00054036,0.00080104,0.093929
A446,106,118,39876.43,49460.56,118,106,0.8908,0.8062,0.0005403,0.0010565,0.093506
A26,110,119,43455.06,47922.52,119,110,0.9167,0.9068,0.00054026,0.00046929,0.095225
A443,109,113,59818.4,58061.32,113,109,0.9561,1.0303,0.00054006,0.000581,0.093346
A1143,110,109,43040.84,43165.35,109,110,1.0,0.9971,0.00053997,0.00044786,0.093848
A1599,111,80,42372.79,32466.08,80,111,1.3704,1.3051,0.00053996,0.00064915,0.095959
A754,111,109,44301.33,42279.42,109,111,1.0091,1.0478,0.00053983,0.00055132,0.097372
A471,111,94,46502.19,40967.57,94,111,1.1684,1.1351,0.0005397,0.00048782,0.093157
A2,108,107,43910.13,44997.11,107,108,1.0,0.9758,0.00053969,0.0007346,0.094435
A17,110,113,47234.97,46142.5,113,110,0.9649,1.0237,0.00053965,0.00051353,0.093852
A1444,112,97,41805.35,40335.02,97,112,1.1429,1.0365,0.00053947,0.0002502,0.091209
A406,106,104,44503.61,40761.7,104,106,1.0095,1.0918,0.00053941,0.00070079,0.093302
A917,111,110,44805.84,46794.07,110,111,1.0,0.9575,0.00053939,0.00069387,0.093162
A481,108,104,50746.58,37158.48,104,108,1.0286,1.3657,0.0005393,0.00041905,0.093206
A1055,109,82,44270.63,33147.44,82,109,1.3133,1.3356,0.0005392,0.00024262,0.093906
A294,109,97,45128.73,38962.61,97,109,1.1122,1.1583,0.00053916,0.00048036,0.095566
A1843,111,114,40386.22,42874.27,114,111,0.9652,0.942,0.00053902,0.00102418,0.09631
A1147,108,91,40872.77,35299.83,91,108,1.1739,1.1579,0.000539,0.00035778,0.098044
A1153,114,104,43159.92,44240.68,104,114,1.0857,0.9756,0.00053846,0.00046211,0.094659
A1001,110,92,52573.4,39762.39,92,110,1.1828,1.3222,0.00053845,0.00037092,0.096586
A25,107,108,44956.93,43780.32,108,107,0.9817,1.0269,0.00053837,0.00056734,0.097442
A937,111,92,44055.96,35825.5,92,111,1.1935,1.2297,0.00053834,0.00027713,0.093735
A1296,111,113,42553.75,43216.95,113,111,0.9737,0.9847,0.00053832,0.00054609,0.095564
A930,111,114,47618.15,43256.0,114,111,0.9652,1.1008,0.00053832,0.0006841,0.095829
A998,108,84,43536.38,33903.06,84,108,1.2706,1.2841,0.00053826,0.0003902,0.092179
A1632,105,95,54990.35,61605.88,95,105,1.0938,0.8926,0.00053818,0.00096383,0.092677
A1425,112,118,45524.32,49340.51,118,112,0.9412,0.9227,0.00053807,0.00045214,0.092361
A1492,112,105,65753.15,40783.82,105,112,1.0566,1.6122,0.00053797,0.00036298,0.096078
A1271,108,95,54163.48,52689.73,95,108,1.125,1.028,0.00053745,0.00062607,0.095552
A962,111,112,54517.32,58437.73,112,111,0.9823,0.9329,0.00053739,0.00024585,0.092079
A185,110,102,51521.28,43501.99,102,110,1.068,1.1843,0.00053737,0.00026761,0.092533
A1360,111,106,65660.62,38483.33,106,111,1.0374,1.7062,0.00053734,0.00083856,0.098337
A1430,110,84,44317.45,35736.53,84,110,1.2941,1.2401,0.00053724,0.00048907,0.094457
A877,107,120,47228.08,50881.84,120,107,0.8843,0.9282,0.0005372,0.00047995,0.094805
A1022,108,114,46550.03,46241.37,114,108,0.9391,1.0067,0.00053718,0.00107762,0.091774
A132,109,107,45835.9,44699.14,107,109,1.0093,1.0254,0.00053706,0.0005907,0.096583
A536,107,124,38280.28,47385.32,124,107,0.856,0.8079,0.00053698,0.00071891,0.097524
A267,111,110,56276.66,71037.99,110,111,1.0,0.7922,0.00053681,0.00052431,0.096222
A914,110,91,56112.04,42881.58,91,110,1.1957,1.3085,0.00053661,0.00054878,0.091816
A43,107,94,40271.83,36712.52,94,107,1.1263,1.097,0.0005365,0.00034166,0.096469
A951,111,114,41984.78,44115.19,114,111,0.9652,0.9517,0.00053629,0.00070969,0.095432
A1220,105,89,41462.26,32067.47,89,105,1.1667,1.293,0.00053621,0.0005287,0.100052
A818,109,91,43506.75,37793.85,91,109,1.1848,1.1512,0.0005362,0.00058641,0.095223
A88,112,108,44326.02,46839.05,108,112,1.0275,0.9463,0.0005362,0.00049434,0.091679
A1297,107,103,47619.62,38021.9,103,107,1.0288,1.2524,0.00053619,0.00046789,0.093255
A1854,104,81,42660.96,31642.97,81,104,1.2683,1.3482,0.00053611,0.00014356,0.099018
A875,108,114,49512.46,51155.59,114,108,0.9391,0.9679,0.00053588,0.00033235,0.09574
A748,109,109,39500.74,46069.11,109,109,0.9909,0.8574,0.00053588,0.00042084,0.096853
A1793,108,95,46878.38,39237.2,95,108,1.125,1.1947,0.00053583,0.00028818,0.097377
A1039,108,99,47925.52,47527.12,99,108,1.08,1.0084,0.00053577,0.00030125,0.09799
A980,109,106,47289.18,59735.81,106,109,1.0187,0.7916,0.00053574,0.00060372,0.095258
A353,108,103,42702.23,39457.4,103,108,1.0385,1.0822,0.00053571,0.00024465,0.092396
A804,114,77,56606.6,44794.35,77,114,1.4615,1.2637,0.00053567,0.00023997,0.093968
A1437,113,93,39863.71,37975.37,93,113,1.2021,1.0497,0.00053563,0.00068092,0.092381
A216,105,87,44836.66,37704.17,87,105,1.1932,1.1892,0.00053561,0.00038679,0.094624
A693,111,118,49816.32,43021.71,118,111,0.9328,1.1579,0.00053559,0.00057862,0.09637
A556,110,103,42921.56,38438.19,103,110,1.0577,1.1166,0.00053547,0.00092676,0.098371
A1509,110,94,45079.56,37655.3,94,110,1.1579,1.1972,0.00053529,0.00062131,0.089594
A1142,108,105,44584.0,44141.13,105,108,1.0189,1.01,0.00053528,0.00032208,0.098392
A1366,108,102,44560.7,41364.96,102,108,1.0485,1.0773,0.00053527,0.00079554,0.09634
A660,108,99,46265.24,38432.93,99,108,1.08,1.2038,0.00053524,0.00082379,0.096219
A1217,111,88,43269.53,35264.41,88,111,1.2472,1.227,0.00053522,0.00044107,0.095576
A467,114,101,41825.84,36858.37,101,114,1.1176,1.1348,0.00053519,0.00070979,0.097693
A1240,110,95,43323.82,37423.51,95,110,1.1458,1.1577,0.00053491,0.00068443,0.095839
A697,111,107,56021.06,57106.71,107,111,1.0278,0.981,0.00053484,0.00066588,0.095951
A1,108,103,42198.51,41336.59,103,108,1.0385,1.0209,0.0005348,0.00041206,0.092508
A447,105,89,45646.35,39428.63,89,105,1.1667,1.1577,0.00053474,0.00035962,0.096314
A1353,107,91,46420.34,37221.06,91,107,1.163,1.2472,0.00053474,0.00059202,0.096082
A1507,105,101,42450.3,39843.54,101,105,1.0294,1.0654,0.00053467,0.00054069,0.099403
A869,106,101,44059.72,36616.22,101,106,1.0392,1.2033,0.00053466,0.00053584,0.095779
A1306,112,100,45690.78,38930.8,100,112,1.1089,1.1736,0.00053459,0.00048832,0.092902
A913,108,100,47603.29,41051.81,100,108,1.0693,1.1596,0.00053459,0.00057062,0.094453
A81,106,95,45715.7,34209.99,95,106,1.1042,1.3363,0.00053458,0.0004646,0.097744
A1103,109,104,50758.36,38636.21,104,109,1.0381,1.3138,0.00053455,0.00062416,0.094221
A1230,115,107,42755.21,39104.25,107,115,1.0648,1.0934,0.00053454,0.00095508,0.095365
A531,109,98,46128.23,37554.11,98,109,1.101,1.2283,0.0005345,0.00049497,0.093804
A1501,109,89,42217.64,34146.83,89,109,1.2111,1.2364,0.00053445,0.00062793,0.097096
A362,107,81,40411.66,30080.99,81,107,1.3049,1.3434,0.0005343,0.00024582,0.092775
A338,110,111,46253.25,41077.84,111,110,0.9821,1.126,0.0005343,0.00035183,0.097454
A968,107,106,48024.52,41127.9,106,107,1.0,1.1677,0.00053424,0.00037435,0.093789
A904,109,116,44586.71,46301.01,116,109,0.9316,0.963,0.00053422,0.00046143,0.093853
A1013,105,107,41015.08,43887.16,107,105,0.9722,0.9346,0.00053422,0.00087862,0.095619
A802,106,90,42145.33,32874.82,90,106,1.1648,1.282,0.00053408,0.00010191,0.09262
A125,110,89,45258.31,32022.12,89,110,1.2222,1.4133,0.00053403,0.00022576,0.09819
A745,106,110,38978.7,39910.96,110,106,0.955,0.9766,0.00053401,0.00037493,0.094508
A1094,107,99,40006.83,41425.95,99,107,1.07,0.9657,0.000534,0.00066242,0.095709
A508,110,111,45392.12,40669.04,111,110,0.9821,1.1161,0.00053398,0.00102685,0.09666
A1558,108,87,41212.32,37481.24,87,108,1.2273,1.0995,0.00053396,0.00044107,0.09522
A1386,108,107,42671.11,38013.42,107,108,1.0,1.1225,0.00053384,0.00085055,0.096567
A169,110,104,55353.02,40880.35,104,110,1.0476,1.354,0.00053381,0.00066165,0.093396
A1146,107,96,44295.12,39652.07,96,107,1.1031,1.1171,0.00053376,0.00074492,0.093511
A220,106,98,44006.87,45177.12,98,106,1.0707,0.9741,0.00053372,0.00046708,0.098339
A659,107,86,48243.59,32930.78,86,107,1.2299,1.465,0.00053365,0.00039428,0.091312
A982,111,100,46532.89,41962.57,100,111,1.099,1.1089,0.00053363,0.00028822,0.093618
A1735,110,115,44655.78,45617.22,115,110,0.9483,0.9789,0.00053363,0.00069648,0.095225
A915,104,99,36824.66,38894.63,99,104,1.04,0.9468,0.00053361,0.00061464,0.098139
A352,109,110,41141.36,43123.9,110,109,0.982,0.954,0.00053348,0.00067445,0.095313
A820,109,92,39820.22,36879.89,92,109,1.172,1.0797,0.00053339,0.00024923,0.097988
A1154,106,98,41477.64,43679.19,98,106,1.0707,0.9496,0.00053335,0.00045628,0.094132
A1245,110,100,47705.66,39216.49,100,110,1.0891,1.2165,0.00053324,0.00047995,0.097877
A954,106,100,39294.4,38252.71,100,106,1.0495,1.0272,0.00053311,0.00037694,0.096949
A1205,109,92,58313.02,53691.06,92,109,1.172,1.0861,0.0005328,0.00044596,0.096541
A1335,106,108,45021.31,39678.78,108,106,0.9725,1.1346,0.00053273,0.00097582,0.093499
A1847,106,115,44590.22,49233.82,115,106,0.9138,0.9057,0.0005323,0.00095998,0.094691
A497,104,94,38105.1,38524.97,94,104,1.0947,0.9891,0.00053228,0.00057082,0.092008
A282,108,90,53318.27,41158.98,90,108,1.1868,1.2954,0.00053203,0.00060552,0.09546
A850,110,113,38904.32,40517.8,113,110,0.9649,0.9602,0.00053199,0.00091713,0.092059
A1127,107,99,44267.96,42940.71,99,107,1.07,1.0309,0.00053197,0.00027234,0.095126
A1915,108,91,44136.39,35030.31,91,108,1.1739,1.2599,0.00053194,0.00061799,0.093696
A1655,108,105,46485.4,42106.2,105,108,1.0189,1.104,0.00053185,0.00035057,0.095818
A414,109,100,41557.2,42395.2,100,109,1.0792,0.9802,0.00053184,0.00065659,0.09191
A24,109,118,43355.7,44303.79,118,109,0.916,0.9786,0.00053177,0.00075432,0.097246
A1987,108,98,54134.3,53290.75,98,108,1.0909,1.0158,0.00053166,0.00071837,0.094668
A16,108,122,41461.5,44710.07,122,108,0.878,0.9273,0.00053142,0.00054406,0.094407
A1293,109,93,48528.88,37431.88,93,109,1.1596,1.2965,0.00053142,0.00075679,0.093414
A1586,106,113,43976.41,45036.39,113,106,0.9298,0.9765,0.00053139,0.00049382,0.093461
A1351,107,93,46324.38,35193.53,93,107,1.1383,1.3163,0.00053138,0.00037344,0.095403
A775,107,93,39951.5,35307.19,93,107,1.1383,1.1315,0.00053129,0.00044914,0.093423
A1997,106,119,37627.15,45065.68,119,106,0.8833,0.8349,0.00053102,0.00022795,0.091806
A1313,112,98,51260.62,47347.53,98,112,1.1313,1.0826,0.00053087,0.00027773,0.092293
A772,112,108,44402.44,41044.31,108,112,1.0275,1.0818,0.00053079,0.00033995,0.098757
A1281,107,104,45679.7,36662.15,104,107,1.019,1.246,0.00053076,0.00021856,0.09623
A706,108,100,44830.91,67746.3,100,108,1.0693,0.6617,0.00053069,0.0002716,0.093534
A1131,108,110,44086.24,41083.95,110,108,0.973,1.0731,0.00053063,0.00066407,0.098231
A506,108,113,41824.54,50259.49,113,108,0.9474,0.8322,0.00053048,0.000542,0.094335
A1446,106,98,37725.62,44003.35,98,106,1.0707,0.8573,0.00053033,0.00069337,0.096233
A1211,109,103,39192.44,38919.2,103,109,1.0481,1.007,0.0005303,0.00103325,0.095463
A1005,102,93,52081.09,49074.84,93,102,1.0851,1.0613,0.0005303,0.00047655,0.095946
A868,107,95,38078.53,36133.98,95,107,1.1146,1.0538,0.0005301,0.00049063,0.096736
A791,106,90,38041.5,35719.14,90,106,1.1648,1.065,0.00052982,0.00096435,0.095682
A501,109,86,43988.56,31734.38,86,109,1.2529,1.3861,0.0005298,0.00020799,0.092714
A131,104,103,36530.61,41980.32,103,104,1.0,0.8702,0.00052979,0.00053872,0.09304
A103,107,102,41058.09,40404.25,102,107,1.0388,1.0162,0.00052976,0.00096788,0.095667
A1707,108,98,42936.17,41095.46,98,108,1.0909,1.0448,0.00052972,0.00040832,0.096884
A849,110,101,50191.54,51843.06,101,110,1.0784,0.9681,0.00052967,0.00039247,0.096617
A1635,109,86,41715.07,49181.07,86,109,1.2529,0.8482,0.00052962,0.00080041,0.09301
A1597,108,106,44338.31,41397.11,106,108,1.0093,1.071,0.00052952,0.000667,0.093447
A845,107,102,44349.0,39901.1,102,107,1.0388,1.1115,0.00052948,0.00023391,0.097588
A1449,106,117,39332.0,49452.6,117,106,0.8983,0.7953,0.00052927,0.00015245,0.093568
A1651,107,99,43045.79,43873.51,99,107,1.07,0.9811,0.00052915,0.00045735,0.0977
A1798,109,99,45572.82,37355.04,99,109,1.09,1.22,0.00052912,0.00029649,0.096899
A1865,108,99,41666.03,38197.12,99,108,1.08,1.0908,0.00052904,0.00079057,0.091875
A1569,106,104,45272.68,38619.61,104,106,1.0095,1.1723,0.00052896,0.00081233,0.096985
A1833,107,99,47835.83,40333.99,99,107,1.07,1.186,0.00052885,0.0004073,0.093638
A121,105,92,46617.24,34802.42,92,105,1.129,1.3395,0.00052883,0.00085656,0.098278
A814,110,91,44031.79,33674.29,91,110,1.1957,1.3076,0.0005288,0.00075112,0.094406
A1962,109,113,38593.65,47773.35,113,109,0.9561,0.8078,0.00052871,0.00037468,0.097902
A1382,108,126,47944.81,52323.26,126,108,0.8504,0.9163,0.00052861,0.0009156,0.093596
A972,107,127,58884.16,49596.08,127,107,0.8359,1.1873,0.00052849,0.00076443,0.095714
A999,107,98,47883.5,33562.25,98,107,1.0808,1.4267,0.00052849,0.00050038,0.091787
A336,110,112,65462.74,40056.0,112,110,0.9735,1.6343,0.00052847,0.00067925,0.09436
A1410,108,89,46467.83,34113.33,89,108,1.2,1.3622,0.00052841,0.00062997,0.096774
A554,107,87,45851.08,37458.48,87,107,1.2159,1.2241,0.00052834,0.00026316,0.094066
A1213,109,93,39810.17,37651.64,93,109,1.1596,1.0573,0.0005283,0.00026981,0.096523
A1577,111,91,42275.62,35910.52,91,111,1.2065,1.1772,0.00052825,0.00025635,0.094737
A887,105,91,44728.54,35757.31,91,105,1.1413,1.2509,0.0005282,0.0004411,0.095688
A415,108,110,44444.62,46271.67,110,108,0.973,0.9605,0.00052816,0.00048936,0.09461
A1007,106,87,43082.41,35988.04,87,106,1.2045,1.1971,0.0005281,0.0004697,0.098269
A1454,105,101,67950.39,62563.33,101,105,1.0294,1.0861,0.00052787,0.00078654,0.099128
A1301,107,103,41928.17,39355.35,103,107,1.0288,1.0654,0.00052784,0.00037852,0.096695
A124,108,98,42889.65,42797.77,98,108,1.0909,1.0021,0.00052782,0.0006152,0.093729
A1985,104,98,40500.0,41910.51,98,104,1.0505,0.9663,0.00052774,0.00019687,0.094453
A1090,108,107,55922.57,49200.36,107,108,1.0,1.1366,0.00052773,0.00079045,0.09397
A1427,108,92,47334.2,35053.39,92,108,1.1613,1.3503,0.00052745,0.00067507,0.094112
A631,106,95,35175.5,38730.57,95,106,1.1042,0.9082,0.00052745,0.00032199,0.094991
A1528,108,108,65182.99,66005.79,108,108,0.9908,0.9875,0.00052745,0.00041814,0.095875
A39,107,96,43396.79,37221.09,96,107,1.1031,1.1659,0.00052711,0.00063239,0.095524
A569,108,102,37972.21,36690.6,102,108,1.0485,1.0349,0.00052708,0.00041364,0.097157
A573,107,94,46747.82,36749.3,94,107,1.1263,1.2721,0.00052707,0.00040724,0.092244
A1756,109,95,41651.02,39369.38,95,109,1.1354,1.058,0.00052694,0.00046706,0.099354
A231,106,80,43225.62,31896.76,80,106,1.3086,1.3552,0.00052692,0.00039727,0.095286
A1399,106,109,37234.66,43750.83,109,106,0.9636,0.8511,0.00052671,0.00031277,0.097408
A1180,104,102,59467.51,48283.47,102,104,1.0097,1.2316,0.00052668,0.00100051,0.096293
A622,106,101,37515.1,40076.88,101,106,1.0392,0.9361,0.00052662,0.00069247,0.094192
A98,105,105,43119.89,38701.44,105,105,0.9906,1.1142,0.00052657,0.00030812,0.099031
A409,105,98,40307.69,36662.27,98,105,1.0606,1.0994,0.00052649,0.00017052,0.091502
A985,104,99,45449.49,45095.44,99,104,1.04,1.0079,0.00052616,0.00047568,0.091523
A170,109,98,44296.58,44706.1,98,109,1.101,0.9908,0.00052616,0.00056167,0.094401
A741,108,110,42414.59,41593.09,110,108,0.973,1.0198,0.00052614,0.00049736,0.094861
A1822,105,106,43347.09,41308.28,106,105,0.9813,1.0494,0.00052602,0.0004903,0.093741
A1673,103,113,51680.17,58963.86,113,103,0.9035,0.8765,0.00052593,0.00069018,0.097603
A1742,108,108,40814.02,41734.73,108,108,0.9908,0.9779,0.00052592,0.0005046,0.093788
A1980,108,105,37097.74,68092.75,105,108,1.0189,0.5448,0.00052589,0.00070809,0.098806
A454,105,107,44492.29,42296.08,107,105,0.9722,1.0519,0.00052586,0.00079701,0.094677
A540,107,117,43463.02,43581.46,117,107,0.9068,0.9973,0.00052583,0.0003495,0.094617
A1343,105,96,37418.26,35048.97,96,105,1.0825,1.0676,0.00052577,0.0002075,0.095321
A923,107,86,39589.14,30837.4,86,107,1.2299,1.2838,0.00052575,0.00050061,0.098442
A1698,103,98,39278.87,37918.3,98,103,1.0404,1.0359,0.0005257,0.00050354,0.095882
A574,109,105,39872.16,38999.56,105,109,1.0283,1.0224,0.0005257,0.00039436,0.09832
A712,109,98,43353.5,35982.77,98,109,1.101,1.2048,0.00052556,0.00029614,0.093372
A1875,107,93,45899.63,36242.75,93,107,1.1383,1.2664,0.00052555,0.00034234,0.096541
A1077,109,111,43771.92,46078.47,111,109,0.9732,0.9499,0.00052554,0.00025159,0.094667
A1819,109,107,47734.26,48038.71,107,109,1.0093,0.9937,0.00052549,0.00059203,0.096614
A1409,105,101,50003.79,42966.14,101,105,1.0294,1.1638,0.00052545,0.00037843,0.093145
A302,106,115,43930.85,47523.87,115,106,0.9138,0.9244,0.00052544,0.00059103,0.093188
A1273,107,101,44309.37,42259.71,101,107,1.049,1.0485,0.0005254,0.00037997,0.096629
A347,109,93,43638.44,36893.64,93,109,1.1596,1.1828,0.00052534,9.287e-05,0.095495
A1840,102,104,41655.32,46148.26,104,102,0.9714,0.9026,0.00052533,0.00099689,0.095775
A1332,104,98,39864.84,38586.42,98,104,1.0505,1.0331,0.00052525,0.0006649,0.095454
A1853,107,106,38265.11,38804.25,106,107,1.0,0.9861,0.00052523,0.00011168,0.093433
A69,108,85,59149.42,30318.67,85,108,1.2558,1.9509,0.00052521,8.22e-05,0.096995
A1511,107,97,38287.78,41321.85,97,107,1.0918,0.9266,0.00052519,0.00073798,0.098222
A1894,107,91,37954.47,38708.83,91,107,1.163,0.9805,0.00052505,0.00018411,0.097232
A1042,110,123,45915.93,50784.11,123,110,0.8871,0.9041,0.00052504,0.00060966,0.092891
A518,110,100,43396.78,47655.11,100,110,1.0891,0.9106,0.00052489,9.125e-05,0.097057
A673,102,116,43134.18,42174.13,116,102,0.8718,1.0228,0.00052488,0.00042038,0.099235
A1089,107,102,44836.8,45859.37,102,107,1.0388,0.9777,0.00052486,0.00039171,0.094322
A478,106,81,57440.41,40457.33,81,106,1.2927,1.4198,0.00052485,0.00031978,0.092751
A396,108,89,43559.18,42459.26,89,108,1.2,1.0259,0.00052481,0.00026861,0.094159
A318,105,95,42772.93,37239.85,95,105,1.0938,1.1486,0.00052477,0.00037508,0.093745
A950,104,108,41771.81,41672.5,108,104,0.9541,1.0024,0.00052476,0.00050174,0.095152
A1610,107,101,38255.39,42030.41,101,107,1.049,0.9102,0.00052475,0.00067095,0.097172
A520,105,98,41834.64,39196.79,98,105,1.0606,1.0673,0.00052469,0.00020668,0.094793
A1181,105,92,43578.55,37334.17,92,105,1.129,1.1673,0.00052444,0.00057365,0.094507
A623,104,83,42281.05,33427.54,83,104,1.2381,1.2649,0.00052441,0.0003236,0.096048
A498,107,92,45325.5,38587.15,92,107,1.1505,1.1746,0.00052437,0.00016159,0.093414
A1780,106,89,43038.0,30574.88,89,106,1.1778,1.4076,0.00052432,0.00067167,0.099133
A805,106,94,41863.97,34163.36,94,106,1.1158,1.2254,0.00052427,0.00048775,0.094403
A967,106,113,44008.8,46181.2,113,106,0.9298,0.953,0.00052423,0.00039908,0.092756
A180,104,113,40311.41,43183.93,113,104,0.9123,0.9335,0.00052421,0.0006189,0.095411
A1495,109,132,45785.14,55372.77,132,109,0.8195,0.8269,0.0005242,0.00068336,0.09596
A174,107,104,43503.14,37784.2,104,107,1.019,1.1514,0.00052419,0.00083516,0.094767
A248,109,102,42359.74,44470.49,102,109,1.0583,0.9525,0.00052418,0.00043484,0.09778
A1554,106,81,46647.36,30189.4,81,106,1.2927,1.5452,0.00052397,0.00077151,0.096048
